id,city,country,year,gross_rental_yield_centre,gross_rental_yield_out,price_to_rent_centre,price_to_rent_out,affordability_index,qol_index,ppi_index,health_care_index,traffic_commute_index,pollution_index,climate_index,crime_index,safety_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,local_ppi_index,y
1052,Milton Keynes,United Kingdom,2018,3.787,3.436,5.134,3.596,2.091,6.641,4.156,6.912,5.684,1.791,5.709,4.442,3.987,3.996,2.843,3.967,3.163,3.325,14.667
1053,Bath,United Kingdom,2018,3.599,2.883,3.604,3.033,2.368,6.108,3.351,8.759,5.735,3.267,5.829,5.372,5.466,3.973,2.865,3.649,3.233,4.351,17.107
1054,Reading,United Kingdom,2018,3.967,4.345,3.995,4.293,1.405,6.154,4.391,8.255,4.462,2.966,5.79,4.952,4.838,3.963,3.115,3.317,3.691,4.8,18.261
1055,Leuven,Belgium,2018,4.25,4.938,2.816,3.034,4.263,5.368,3.928,8.256,5.165,3.867,5.4,3.366,7.104,3.951,2.245,3.711,3.363,3.409,23.308
1056,Genoa,Italy,2018,3.487,4.069,3.672,4.144,3.12,4.632,2.938,6.922,4.808,4.405,5.369,5.339,5.761,3.939,1.636,3.443,3.247,2.643,10.644
1057,Aberdeen,United Kingdom,2018,3.427,4.069,3.17,2.433,2.238,6.302,3.659,8.088,5.554,2.745,5.697,4.557,4.287,3.852,2.447,3.126,3.843,4.275,18.622
1058,Cambridge,United Kingdom,2018,3.882,4.605,2.72,4.647,2.042,7.075,3.551,8.167,6.372,2.245,5.48,3.311,5.236,3.842,3.604,3.126,3.703,3.886,21.423
1059,Turku,Finland,2018,2.425,2.25,4.643,5.193,3.773,6.817,3.557,7.981,5.542,1.109,3.515,2.123,6.064,3.806,1.945,3.245,3.441,4.615,18.197
1060,Padova,Italy,2018,2.93,4.199,2.523,3.084,2.221,4.766,2.3,7.049,4.338,4.148,5.691,5.302,6.048,3.787,1.819,3.138,3.055,2.855,12.923
1061,Parma,Italy,2018,3.839,4.979,4.085,3.391,2.809,4.026,2.607,7.157,5.574,4.142,5.08,3.888,4.28,3.737,1.907,3.346,3.383,3.127,11.877
1062,Maastricht,Netherlands,2018,4.104,4.199,3.147,3.702,4.557,6.909,3.099,7.856,4.423,1.559,5.013,2.898,6.53,3.737,2.539,3.261,3.162,3.885,25.719
1063,Graz,Austria,2018,2.254,3.111,5.009,5.519,2.907,6.574,3.67,8.231,4.091,1.047,5.217,1.965,6.723,3.732,1.899,3.636,2.524,3.924,19.504
1064,Portsmouth,United Kingdom,2018,4.37,3.549,5.2,2.676,2.76,6.591,3.528,7.849,6.265,1.023,5.706,4.765,4.462,3.707,2.454,2.892,3.453,3.487,18.227
1065,Uppsala,Sweden,2018,2.682,1.641,5.155,6.233,3.61,5.656,4.388,7.089,3.405,0.969,4.543,3.901,6.212,3.691,2.164,3.276,3.391,4.416,15.144
1066,Oxford,United Kingdom,2018,3.616,3.362,3.371,4.059,2.76,5.799,3.67,9.034,5.016,1.944,5.92,4.563,5.951,3.676,4.058,2.891,3.171,3.196,21.254
1067,Lille,France,2018,2.228,3.858,5.741,5.56,2.581,4.3,3.089,7.598,6.421,3.986,5.371,5.063,4.385,3.628,1.881,3.058,2.881,3.303,5.751
1068,York,United Kingdom,2018,3.924,4.207,2.563,4.555,3.43,6.01,3.668,7.519,5.676,1.732,5.781,3.234,5.604,3.612,2.261,3.186,3.295,4.077,21.816
1069,Trieste,Italy,2018,4.447,4.321,3.747,4.027,3.169,4.192,2.683,7.706,4.636,3.744,5.955,4.138,4.686,3.611,1.64,3.379,3.134,3.321,14.301
1070,Bristol,United Kingdom,2018,3.119,4.118,4.474,4.101,1.895,5.603,3.703,7.358,5.177,1.668,5.058,3.882,3.974,3.605,3.047,2.936,3.585,3.989,15.756
1071,Bergamo,Italy,2018,3.539,3.257,4.719,2.504,3.038,4.79,2.747,7.213,4.746,4.757,5.991,4.324,5.83,3.599,1.679,2.996,3.552,3.296,12.835
1072,Heidelberg,Germany,2018,2.562,3.184,4.938,5.858,2.319,6.192,4.661,7.212,5.613,2.046,5.296,3.797,5.503,3.58,2.833,2.837,2.914,4.913,16.126
1073,Mannheim,Germany,2018,2.648,2.599,4.647,5.556,2.695,6.429,4.918,8.354,4.302,1.358,6.158,3.756,5.582,3.565,2.075,2.84,2.845,5.781,20.284
1074,Groningen,Netherlands,2018,5.587,5.474,2.942,3.275,3.544,6.467,3.458,7.718,4.001,2.28,4.69,2.38,5.859,3.55,2.354,3.115,3.399,3.889,27.011
1075,Brighton,United Kingdom,2018,2.948,2.997,4.484,3.777,2.287,4.443,3.478,7.202,5.477,2.127,5.284,4.48,5.216,3.538,3.418,2.725,3.356,3.08,13.526
1076,Karlsruhe,Germany,2018,2.948,3.241,5.109,4.16,3.103,6.791,3.493,7.18,5.273,1.902,5.668,2.785,5.76,3.511,1.819,2.663,3.12,5.045,19.219
1077,Coventry,United Kingdom,2018,3.685,3.988,3.088,3.337,1.862,5.567,4.261,8.463,5.301,2.29,5.855,3.503,5.848,3.507,2.014,2.978,2.759,4.936,22.307
1078,Norwich,United Kingdom,2018,3.779,3.5,5.41,3.626,1.421,5.744,2.928,7.407,4.599,1.499,5.897,4.226,5.522,3.492,1.929,2.722,3.139,3.317,15.012
1079,Sheffield,United Kingdom,2018,3.582,3.2,5.193,3.096,2.646,4.921,3.775,7.719,5.188,3.154,5.815,4.021,6.095,3.442,1.907,2.645,3.27,4.092,16.387
1080,Palma de Mallorca,Spain,2018,3.419,5.393,2.982,3.242,2.63,4.941,2.713,8.287,5.48,2.584,5.798,4.199,6.476,3.431,1.858,2.925,2.772,2.96,19.55
1081,Bonn,Germany,2018,2.802,2.908,5.332,5.682,2.401,6.065,4.99,7.318,4.621,1.593,5.72,3.025,6.571,3.409,2.226,2.558,2.736,4.356,18.498
1082,Bilbao,Spain,2018,3.633,5.295,3.944,3.148,2.989,5.766,2.851,8.423,4.397,2.671,5.999,2.888,7.083,3.395,2.306,3.035,2.916,3.428,23.554
1083,Exeter,United Kingdom,2018,3.479,4.02,5.337,3.585,2.777,7.217,4.208,7.818,6.676,3.412,5.437,3.721,5.566,3.389,2.426,2.71,3.204,3.196,17.686
1084,Leipzig,Germany,2018,2.853,3.029,4.561,5.544,2.368,6.504,3.642,8.132,4.653,2.086,5.515,2.598,4.309,3.353,1.537,2.535,2.509,3.381,15.522
1085,Aachen,Germany,2018,2.476,2.835,4.904,5.505,2.483,6.378,3.55,7.483,5.687,2.047,4.124,2.148,4.86,3.326,1.864,2.687,2.503,4.749,15.372
1086,Southampton,United Kingdom,2018,2.553,2.68,1.876,3.102,2.368,5.548,3.62,7.752,4.879,2.623,5.566,4.038,4.593,3.311,2.52,2.742,2.942,4.287,18.472
1087,Dresden,Germany,2018,2.536,2.721,5.02,5.191,2.744,6.151,5.007,8.326,4.757,2.572,4.544,2.915,6.269,3.298,1.748,2.607,2.314,3.906,17.845
1088,Darmstadt,Germany,2018,2.228,2.445,4.857,5.574,3.316,6.438,3.582,7.818,5.321,1.937,5.56,3.349,6.327,3.25,2.337,2.507,2.578,5.379,18.48
1089,Hanover,Germany,2018,2.656,3.241,5.272,4.156,2.27,6.269,4.578,7.659,5.502,1.514,4.35,2.705,7.67,3.217,1.678,2.738,2.479,5.932,21.904
1090,Derby,United Kingdom,2018,3.162,3.525,3.765,2.972,1.486,5.28,4.483,7.71,5.214,2.429,4.977,3.842,5.588,3.181,1.636,2.721,2.77,4.087,17.904
1091,Zaragoza (Saragossa),Spain,2018,4.027,3.704,3.159,3.812,1.617,5.659,4.225,8.347,5.784,2.977,5.705,2.036,4.865,3.029,1.158,2.546,2.348,2.872,18.975
1092,Martin,Slovakia,2018,3.787,3.931,3.276,3.827,1.927,5.36,2.508,5.81,5.675,2.325,4.844,2.729,6.257,2.827,1.584,2.635,2.009,1.636,15.079
1093,Seville (Sevilla),Spain,2018,4.113,4.061,2.255,4.243,2.091,6.092,4.389,8.402,6.512,3.087,6.118,3.281,6.063,2.786,1.61,2.423,2.251,3.003,21.638
1094,Patras,Greece,2018,3.213,3.801,3.688,4.298,2.091,4.13,2.089,5.632,4.557,3.426,5.86,4.472,5.089,2.656,0.717,2.16,2.071,2.383,9.141
1095,Funchal,Portugal,2018,3.607,5.328,3.327,2.589,2.385,5.632,1.915,7.325,4.523,1.931,6.033,3.139,7.558,2.64,1.364,2.187,1.715,1.944,22.236
1096,Tartu,Estonia,2018,3.625,3.541,3.593,3.809,3.087,6.014,2.518,7.076,5.053,1.189,4.36,2.025,7.145,2.57,1.1,1.972,2.156,2.774,21.284
1097,Coimbra,Portugal,2018,5.612,4.101,3.144,3.256,2.564,5.756,2.011,7.576,5.823,2.014,5.991,2.05,6.439,2.524,1.11,2.157,1.64,2.786,23.153
1098,Granada,Spain,2018,4.173,4.841,3.253,3.975,3.022,5.146,2.953,8.396,5.537,3.061,5.716,3.135,4.805,2.523,1.135,2.075,1.975,3.489,20.078
1099,Santa Cruz de Tenerife,Spain,2018,3.53,3.817,3.198,3.258,3.234,5.834,2.691,8.478,4.647,2.777,5.605,2.8,5.987,2.47,1.374,2.072,2.086,3.457,22.299
1100,Las Palmas de Gran Canaria,Spain,2018,4.636,3.963,3.563,2.944,2.042,5.751,3.381,7.747,5.489,2.461,5.85,2.33,5.863,2.441,1.53,2.09,1.976,3.102,22.424
1101,Braga,Portugal,2018,5.355,5.791,3.877,4.006,2.287,5.409,1.861,7.804,6.486,2.011,5.984,3.097,5.502,2.382,0.935,1.984,1.428,2.641,20.255
1102,Olomouc,Czech Republic,2018,3.359,4.962,4.199,5.62,2.401,5.771,2.939,7.921,4.072,2.026,4.938,2.297,6.574,2.13,0.991,2.015,1.223,2.932,20.392
1103,Debrecen,Hungary,2018,4.199,4.264,3.789,3.722,1.339,4.622,2.087,5.39,6.077,2.915,4.402,3.401,5.925,2.08,0.787,1.758,1.279,1.789,12.139
1104,Bydgoszcz,Poland,2018,4.953,4.735,2.984,3.275,2.058,5.118,2.741,5.923,5.384,4.301,4.992,1.785,6.386,2.08,1.15,1.639,1.461,2.434,19.327
1105,Ostrava,Czech Republic,2018,3.984,2.388,5.461,2.974,3.25,5.667,2.947,7.636,4.763,2.12,4.83,2.508,6.174,2.074,0.817,1.808,1.257,2.89,19.117
1106,Szczecin,Poland,2018,4.216,4.296,3.925,3.204,2.548,5.38,1.863,6.066,5.534,3.017,4.058,3.603,6.376,2.066,0.969,1.67,1.343,2.225,15.879
1107,Lublin,Poland,2018,3.462,3.947,2.398,4.092,2.287,5.579,1.073,5.94,5.279,3.654,4.233,2.793,6.085,1.96,1.374,1.605,1.32,2.103,14.968
1108,Nis,Serbia,2018,2.888,2.372,4.921,5.7,1.437,4.62,1.439,5.515,4.494,2.201,5.335,3.9,5.449,1.728,0.436,1.38,1.194,1.426,6.265
1109,Arad,Romania,2018,3.736,3.988,2.765,3.834,2.189,5.423,2.405,6.9,4.041,2.956,4.568,1.814,6.426,1.689,0.702,1.419,1.105,2.241,19.954
1110,Bern,Switzerland,2019,2.768,2.575,6.011,4.516,3.806,6.571,5.557,6.756,3.819,1.027,5.477,2.644,6.964,5.704,2.998,5.676,4.432,4.777,18.645
1111,Odense,Denmark,2019,4.336,3.265,2.864,4.025,4.051,6.619,3.841,7.062,4.429,1.02,5.126,2.652,6.907,3.836,1.639,3.004,4.378,4.168,24.149
1112,Arhus,Denmark,2019,4.344,3.915,2.984,4.071,3.103,6.49,3.677,7.411,4.332,1.131,5.562,2.041,7.505,3.691,2.336,2.779,3.555,4.503,26.814
1113,Utrecht,Netherlands,2019,5.133,4.962,3.057,3.568,4.345,7.249,3.514,7.602,3.856,1.451,5.399,2.653,6.365,3.518,2.741,2.783,3.339,3.508,28.882
1114,Leiden,Netherlands,2019,5.295,3.695,2.443,2.682,3.789,6.063,3.426,8.183,5.856,1.466,5.192,3.191,6.631,3.492,2.45,2.685,3.194,3.467,26.454
1115,Strasbourg,France,2019,2.451,3.013,5.099,6.829,1.601,5.454,3.379,7.902,6.191,2.899,5.397,4.438,4.522,3.464,1.783,3.106,2.844,3.4,7.404
1116,Reading,United Kingdom,2019,2.956,4.524,5.932,4.594,3.61,6.587,3.336,8.5,6.375,2.007,5.422,5.002,7.171,3.456,2.846,3.229,2.711,4.227,19.319
1117,Genoa,Italy,2019,3.522,3.525,3.862,2.972,1.111,4.905,2.375,7.232,4.953,3.712,5.783,3.148,4.424,3.434,1.452,3.044,2.926,2.69,11.538
1118,Maastricht,Netherlands,2019,5.878,5.027,2.874,2.602,3.43,6.423,3.528,7.925,3.836,1.91,5.541,3.031,6.126,3.41,2.288,2.831,2.853,4.037,28.846
1119,Graz,Austria,2019,2.836,2.233,4.787,5.117,2.809,6.438,4.014,8.161,3.908,1.133,5.207,2.293,6.771,3.396,1.642,3.236,2.339,3.586,19.626
1120,Delft,Netherlands,2019,4.559,3.858,3.209,2.896,2.924,6.865,3.0,7.822,3.595,1.738,5.911,2.159,5.886,3.379,2.191,2.683,2.568,3.136,25.393
1121,Aberdeen,United Kingdom,2019,2.768,5.19,3.678,4.957,1.993,5.324,3.853,7.049,6.131,2.16,5.077,3.569,4.791,3.32,1.973,2.635,3.371,4.538,16.265
1122,Groningen,Netherlands,2019,5.098,4.288,2.948,3.071,4.655,6.117,3.037,8.354,3.375,1.404,5.704,2.738,6.394,3.304,2.019,2.783,2.999,3.376,28.146
1123,Uppsala,Sweden,2019,3.487,2.778,5.559,5.25,4.051,5.776,3.691,7.008,5.172,0.99,4.36,3.275,4.874,3.263,1.83,2.841,2.95,3.977,15.833
1124,Oxford,United Kingdom,2019,1.988,3.939,6.423,3.509,2.924,7.943,3.48,7.241,3.553,1.892,5.831,3.523,3.883,3.232,3.538,2.413,2.869,3.159,18.014
1125,Brighton,United Kingdom,2019,2.888,5.458,4.644,4.303,1.944,6.538,3.338,7.287,3.207,2.455,5.104,5.275,5.122,3.224,3.126,2.377,3.255,3.042,16.975
1126,Leuven,Belgium,2019,4.61,4.231,2.793,3.171,4.198,5.27,3.898,7.658,6.106,3.63,5.219,4.813,5.176,3.204,1.981,2.591,2.979,3.526,19.709
1127,Bonn,Germany,2019,2.93,3.33,4.966,5.455,2.123,6.13,4.224,8.058,5.757,2.263,6.674,2.499,5.813,3.195,2.059,2.526,2.5,3.84,18.075
1128,Bremen,Germany,2019,2.913,3.224,4.579,5.771,2.319,6.585,3.989,8.23,4.93,2.088,4.899,3.917,6.377,3.169,1.613,2.568,2.459,4.225,17.422
1129,Lille,France,2019,2.468,2.201,4.425,4.202,2.662,5.484,2.789,7.802,6.242,2.961,5.147,4.746,4.192,3.145,1.795,2.547,2.503,3.578,10.42
1130,Mannheim,Germany,2019,2.751,3.062,5.446,4.966,2.662,6.715,4.668,7.429,5.214,2.335,3.95,3.599,5.887,3.138,1.613,2.516,2.492,5.007,17.174
1131,Karlsruhe,Germany,2019,2.648,2.932,4.22,4.351,2.532,5.728,4.664,7.51,4.477,2.59,5.193,2.847,5.324,3.133,1.797,2.607,2.471,5.277,19.09
1132,Aachen,Germany,2019,2.913,2.721,5.258,4.87,2.254,5.9,4.346,7.874,5.656,2.172,4.941,2.846,5.257,3.086,1.658,2.55,2.216,4.837,16.788
1133,Dresden,Germany,2019,3.239,2.843,5.27,4.463,3.577,6.524,4.704,7.867,4.302,2.038,5.354,2.791,6.328,3.065,1.722,2.455,2.228,4.5,21.862
1134,Coventry,United Kingdom,2019,4.73,3.687,4.421,3.38,1.127,4.581,3.933,8.043,7.174,1.122,5.058,4.959,5.969,3.05,2.051,2.577,2.558,4.638,18.202
1135,Portsmouth,United Kingdom,2019,3.582,3.76,5.399,3.922,1.911,5.806,3.074,7.659,5.514,1.881,5.593,5.746,4.561,3.033,2.303,2.301,3.176,3.373,13.349
1136,Leicester,United Kingdom,2019,3.367,4.451,4.845,2.857,1.813,5.562,3.225,7.575,7.503,2.51,5.076,5.799,5.561,3.026,1.652,2.39,2.725,3.895,14.293
1137,Bilbao,Spain,2019,3.342,4.743,3.211,3.736,4.018,6.243,3.219,8.822,5.193,2.876,5.75,4.295,6.31,2.995,1.984,2.598,2.536,3.249,22.529
1138,Hanover,Germany,2019,2.776,2.477,4.644,5.815,4.051,6.258,3.551,7.695,5.658,1.553,5.641,4.575,6.571,2.987,1.762,2.524,2.393,5.137,18.237
1139,Derby,United Kingdom,2019,4.824,4.37,5.693,4.931,1.65,5.291,4.176,8.077,6.979,2.139,5.329,2.476,4.532,2.931,1.479,2.433,2.436,5.232,18.202
1140,Southampton,United Kingdom,2019,3.599,3.484,4.674,2.834,2.842,5.374,2.333,8.41,4.681,3.079,6.022,5.388,6.723,2.909,2.336,2.358,2.679,4.584,18.953
1141,Palma de Mallorca,Spain,2019,4.396,4.548,4.251,3.054,2.695,5.454,2.438,8.374,5.217,3.434,6.4,2.601,4.683,2.909,2.053,2.305,2.486,2.66,19.248
1142,Cardiff,United Kingdom,2019,2.768,4.37,3.274,4.025,2.63,4.94,3.802,7.161,6.46,2.806,6.025,4.442,5.948,2.811,2.138,2.479,2.495,4.104,17.799
1143,Kingston upon Hull,United Kingdom,2019,3.804,3.996,3.661,3.454,3.789,4.67,3.679,7.451,5.981,0.862,5.45,4.073,3.858,2.685,1.294,2.086,2.498,3.595,18.843
1144,Granada,Spain,2019,4.113,3.306,3.489,3.438,4.116,5.367,2.949,8.14,5.177,2.3,5.586,3.093,6.384,2.601,1.243,2.071,2.085,3.083,21.906
1145,Patras,Greece,2019,3.813,3.159,3.36,3.607,1.993,4.657,1.393,6.141,4.559,3.401,5.647,3.658,3.984,2.492,0.64,1.872,1.823,1.77,9.729
1146,Heraklion,Greece,2019,3.136,3.752,3.868,3.997,1.846,5.162,2.201,5.593,4.233,3.364,5.713,4.729,6.242,2.477,0.854,1.987,1.874,2.018,11.178
1147,Alicante,Spain,2019,3.47,4.573,4.062,3.307,3.201,5.783,2.343,8.032,5.716,2.749,5.887,4.043,4.088,2.462,1.187,2.08,2.082,2.913,16.971
1148,Seville (Sevilla),Spain,2019,3.565,4.727,3.309,3.499,2.989,5.587,3.163,7.932,5.985,3.039,5.876,3.311,4.355,2.46,1.529,1.997,1.944,3.083,19.287
1149,Aveiro,Portugal,2019,4.404,4.15,3.195,2.772,1.437,5.495,2.208,7.193,5.537,2.013,5.949,4.25,7.09,2.341,1.159,1.861,1.569,2.22,19.276
1150,Tartu,Estonia,2019,3.402,3.671,3.936,4.443,2.434,6.045,2.317,7.159,3.822,1.256,3.271,1.915,6.993,2.329,0.969,1.824,1.81,2.871,19.89
1151,Coimbra,Portugal,2019,5.561,5.271,3.703,2.386,2.94,5.745,1.97,7.867,4.806,2.12,5.845,2.777,5.489,2.32,1.069,1.879,1.497,2.44,23.878
1152,Las Palmas de Gran Canaria,Spain,2019,4.19,4.037,3.674,3.235,4.034,6.129,3.048,7.228,5.21,2.324,5.684,2.75,5.476,2.265,1.551,2.072,1.786,2.894,22.647
1153,Maribor,Slovenia,2019,3.479,3.281,3.136,5.058,1.96,6.043,2.662,6.648,4.445,1.473,5.109,1.779,6.948,2.238,0.808,1.784,1.524,3.106,19.929
1154,Santa Cruz de Tenerife,Spain,2019,4.293,3.614,3.975,3.227,3.087,5.336,3.088,8.385,4.952,3.701,5.484,3.28,5.345,2.211,1.261,1.825,1.853,3.15,19.592
1155,Osijek,Croatia,2019,3.736,2.997,2.328,4.119,2.14,5.75,2.188,6.808,5.213,1.923,5.192,2.761,5.885,2.074,0.555,1.696,1.309,2.048,17.389
1156,Olomouc,Czech Republic,2019,2.356,5.174,5.099,3.917,3.381,5.637,3.042,7.732,4.95,2.536,4.652,2.194,6.394,2.031,0.941,1.816,1.168,2.809,20.048
1157,Ostrava,Czech Republic,2019,3.899,2.77,4.225,4.126,2.76,5.727,2.814,7.989,3.289,2.318,5.152,2.405,6.293,1.942,0.736,1.7,1.179,2.888,20.352
1158,Bydgoszcz,Poland,2019,4.43,4.305,4.253,4.059,0.702,4.631,1.984,6.718,5.55,2.206,4.643,2.398,5.9,1.859,0.974,1.586,1.226,2.36,15.37
1159,Szczecin,Poland,2019,4.661,4.215,4.741,3.236,2.875,4.812,1.143,6.342,5.244,3.454,4.418,3.16,5.87,1.758,0.942,1.297,1.208,2.069,14.915
1160,Arad,Romania,2019,4.533,3.265,3.02,3.391,1.715,5.272,2.029,6.475,5.023,3.297,5.118,2.536,5.817,1.709,0.635,1.539,0.948,2.01,16.602
1161,Lublin,Poland,2019,3.016,4.662,4.657,2.882,2.172,4.919,2.145,6.09,4.486,2.25,4.586,3.159,5.556,1.705,1.013,1.393,1.127,2.383,16.093
1162,Sibiu,Romania,2019,4.43,3.622,3.903,3.917,2.466,5.808,2.216,6.327,3.364,2.837,4.268,2.358,6.631,1.618,0.66,1.38,1.099,2.066,18.806
1163,Nis,Serbia,2019,2.665,2.956,5.101,5.395,1.078,4.994,1.839,5.359,2.3,3.0,5.347,3.626,5.518,1.57,0.418,1.221,1.102,1.425,7.922
1164,Odense,Denmark,2020,2.828,3.898,3.729,3.671,3.054,6.628,3.525,7.614,4.595,1.171,5.304,2.258,7.141,3.515,1.8,2.661,3.727,3.87,23.175
1165,Leiden,Netherlands,2020,5.244,4.483,3.472,3.389,4.165,6.864,3.633,7.889,5.106,1.614,5.711,2.158,6.77,3.386,2.431,2.572,2.866,3.196,28.239
1166,Reading,United Kingdom,2020,2.93,4.166,3.597,5.213,2.189,4.92,3.635,8.397,5.655,0.982,5.479,5.207,4.305,3.379,3.098,2.931,2.659,4.025,16.404
1167,Montpellier,France,2020,1.868,2.152,4.261,4.874,2.532,3.789,3.501,7.69,5.602,3.314,4.758,4.019,4.931,3.341,1.715,3.131,2.751,2.515,7.521
1168,Oxford,United Kingdom,2020,5.073,3.549,5.095,3.58,3.12,4.974,3.837,7.98,7.22,2.282,5.742,3.164,3.642,3.286,3.522,2.443,2.808,3.131,18.057
1169,York,United Kingdom,2020,3.179,3.996,3.854,3.674,3.642,6.105,3.729,7.461,5.803,2.003,5.433,4.357,3.689,3.253,2.246,2.517,2.974,3.625,17.6
1170,Heidelberg,Germany,2020,2.939,3.119,4.512,5.399,3.316,5.948,4.213,7.473,4.879,2.185,4.609,2.125,5.368,3.236,2.18,2.346,2.71,3.408,17.844
1171,Leicester,United Kingdom,2020,2.391,3.371,3.495,4.413,3.61,6.233,3.346,8.157,4.857,2.202,5.36,5.042,4.796,3.211,1.648,2.54,2.701,3.28,16.1
1172,Espoo,Finland,2020,3.128,3.541,4.484,4.521,4.475,6.402,3.713,7.895,4.635,0.552,4.151,3.076,6.521,3.179,2.321,2.5,3.07,4.275,23.432
1173,Dundee,United Kingdom,2020,3.959,4.694,3.265,3.392,3.201,5.982,3.759,7.501,5.397,2.254,5.097,4.628,4.169,3.151,1.784,2.573,3.088,3.377,18.756
1174,Bonn,Germany,2020,2.562,3.436,5.725,6.008,3.038,6.428,4.882,6.958,3.969,2.111,5.478,2.401,4.96,3.15,2.185,2.286,2.646,3.49,16.833
1175,Lille,France,2020,2.468,3.395,2.962,5.423,2.777,4.111,4.079,7.893,6.03,2.958,5.484,4.694,5.302,3.099,1.806,2.691,2.481,3.179,13.015
1176,Derby,United Kingdom,2020,4.361,4.028,5.708,3.483,2.793,4.9,3.182,7.851,5.302,2.441,5.704,4.532,4.103,3.068,1.546,2.367,2.851,4.087,15.211
1177,Southampton,United Kingdom,2020,3.513,3.939,4.877,3.889,2.875,5.286,4.053,8.5,4.768,2.16,5.707,4.781,4.239,3.066,2.374,2.396,2.583,3.755,17.741
1178,Essen,Germany,2020,2.802,2.55,4.483,5.819,3.201,6.026,3.696,7.978,4.678,1.896,4.676,2.878,4.962,2.986,1.406,2.173,2.599,3.217,15.389
1179,Bremen,Germany,2020,2.331,2.818,4.405,5.438,3.316,6.937,3.771,7.676,5.07,2.478,5.301,3.62,6.213,2.951,1.815,2.285,2.36,3.196,16.974
1180,Dresden,Germany,2020,2.605,2.891,4.985,4.961,3.136,6.376,3.77,8.438,5.579,2.106,4.88,2.374,5.733,2.867,1.636,2.266,2.073,4.006,18.779
1181,Aachen,Germany,2020,3.393,2.851,4.307,4.686,3.773,6.547,4.179,8.509,5.152,2.452,4.771,3.469,6.426,2.836,1.552,2.28,1.863,4.57,21.788
1182,Kingston upon Hull,United Kingdom,2020,3.787,3.387,3.469,3.174,1.976,5.371,3.658,8.823,5.735,2.701,5.601,4.735,5.383,2.71,1.404,1.998,2.5,3.329,18.013
1183,Granada,Spain,2020,3.71,3.346,3.865,4.197,2.973,5.925,3.045,8.568,5.576,2.936,6.203,2.838,5.833,2.675,1.306,2.155,1.995,2.552,18.986
1184,Heraklion,Greece,2020,3.924,4.037,4.136,4.784,2.123,3.985,2.191,6.094,4.882,3.663,5.903,2.909,3.246,2.491,0.898,1.864,1.786,1.795,8.995
1185,Las Palmas de Gran Canaria,Spain,2020,3.539,4.694,3.596,3.587,3.071,6.643,3.051,8.244,4.911,3.138,5.914,4.128,4.754,2.419,1.613,2.131,2.052,2.262,19.413
1186,Santa Cruz de Tenerife,Spain,2020,3.839,4.451,3.145,3.509,2.63,5.571,3.582,8.207,4.176,3.39,5.763,3.222,6.031,2.279,1.416,1.879,1.961,2.501,21.556
1187,Coimbra,Portugal,2020,3.633,5.044,3.18,2.511,2.025,6.004,2.444,7.613,4.978,2.059,5.792,3.331,6.819,2.262,1.159,1.845,1.55,1.942,22.05
1188,Bydgoszcz,Poland,2020,4.953,4.337,3.192,3.965,2.352,4.987,2.245,5.491,4.873,2.455,4.399,3.561,5.88,1.845,1.02,1.492,1.146,2.402,17.093
1189,Lublin,Poland,2020,5.056,4.207,4.702,2.765,2.319,4.951,2.645,6.139,4.931,2.861,4.927,2.366,5.56,1.692,0.943,1.296,1.1,2.398,18.632
1190,Nis,Serbia,2020,2.999,2.64,5.469,5.317,1.307,4.746,1.858,4.765,3.378,3.0,5.337,3.367,5.209,1.538,0.416,1.125,1.057,1.319,6.457
1191,Antibes,France,2021,1.559,4.426,6.289,4.993,3.283,5.062,2.877,8.204,5.412,4.057,5.358,3.977,4.609,3.937,2.647,3.529,3.115,3.001,9.066
1192,Odense,Denmark,2021,4.079,3.915,3.414,4.087,3.446,6.774,3.559,8.18,4.536,1.28,5.503,2.188,6.686,3.935,2.324,3.125,3.82,3.204,24.274
1193,Dubrovnik,Croatia,2021,3.453,2.307,4.562,3.637,2.336,5.573,2.955,6.677,3.182,1.911,5.747,2.576,6.733,3.904,2.025,3.693,3.21,1.176,14.476
1194,Breda,Netherlands,2021,4.619,4.361,1.889,3.157,3.283,6.766,3.935,7.969,4.607,1.813,5.682,2.323,7.133,3.835,2.452,2.873,3.556,3.211,28.035
1195,Strasbourg,France,2021,2.519,2.217,5.712,7.68,1.731,4.499,3.968,8.113,7.114,3.531,5.3,4.784,4.039,3.798,2.006,3.538,2.776,2.73,2.253
1196,Leiden,Netherlands,2021,4.464,5.515,3.066,3.731,5.341,6.168,4.037,8.565,4.591,1.973,5.653,2.326,6.302,3.741,2.799,2.857,3.334,2.847,28.636
1197,Rennes,France,2021,2.776,2.843,5.705,4.115,1.65,4.754,3.678,8.293,6.367,3.482,5.549,4.496,5.272,3.738,1.643,3.909,2.609,2.479,8.184
1198,Maastricht,Netherlands,2021,4.79,5.377,3.009,2.233,3.267,6.668,3.738,7.278,5.001,1.25,4.597,3.397,6.117,3.663,2.845,2.821,3.233,2.896,26.195
1199,Leuven,Belgium,2021,3.813,4.621,2.611,4.183,4.051,5.394,3.516,7.956,5.865,3.282,5.174,2.814,5.745,3.654,2.131,3.195,3.152,2.942,20.106
1200,Nijmegen,Netherlands,2021,4.43,4.995,2.724,2.963,2.319,6.348,3.543,7.583,3.624,1.696,6.362,1.981,6.457,3.654,2.625,2.857,3.193,3.81,27.436
